Pincode,Region,ProductID,Product,RetailerName,delivery_date(2024-03-15_15:01:00),delivery_date(2024-03-15_18:01:41),delivery_date(2024-03-16_13:15:33),delivery_date(2024-03-18_13:01:01),delivery_date(2024-03-19_11:01:38),delivery_date(2024-03-19_12:49:48),delivery_date(2024-03-19_15:44:36),delivery_date(2024-03-19_17:30:35),delivery_date(2024-03-20_08:30:47),delivery_date(2024-03-20_15:30:34),delivery_date(2024-03-21_12:30:31),delivery_date(2024-03-21_15:30:11)
110016,New Delhi,B0BX9NR2FG,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BX9MS72P,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Brown-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BX9N4RW7,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0C7ZFKM1R,PRODUCT_Orient Electric Stand 82 400 MM (Red)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B01DLTW3LK,PRODUCT_Orient Electric Stand 82 400 MM (Sky Blue)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B01DLTWNTM,PRODUCT_Orient Electric Wall Fan 49 Remote Touch Control Panel Crystal White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BDS2S7PY,PRODUCT_Orient Electric Fabrismooth 1000 Watt Dry Iron-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B7BRK9B1,PRODUCT_Orient Electric 1600 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B7B28LYC,PRODUCT_Orient Electric 2000 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B01MY839VW,PRODUCT_Orient Electric Fabrijoy 1000 Watt Dry Iron-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B091CXQ7R1,PRODUCT_Orient Electric Ultimate 1000 Watt Dry Iron DuPont American Heritage Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B01M3SYQ7P,PRODUCT_Orient Electric 500W Mixer grinder Kitchen Kraft 500 MGKK50B3 with 3 SS jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B6ZKKLP3,PRODUCT_Orient Electric 750W Mixer Grinder 750 MGSP75B4 4 jar with 3 SS Jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B7HR14XW,PRODUCT_Orient Electric Chefspecial Kitchen Genie 750W Dry Grinding Jar White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CH5CBM41,PRODUCT_Orient Electric 12W High Glow LED Bulb 6500K Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CH6BVFQG,PRODUCT_Orient Electric Moonlite 6W LED Down Light Recessed Ceiling LED Light Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B09X75ZYS5,PRODUCT_Orient Electric 12W Emergency Rechargeable LED Bulb 6500K Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CR46YQRF,PRODUCT_Orient Electric Tornado 65L Desert Air Cooler 3650 mch(Dark Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVLRSN3,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm (BROWN)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVHSWYQ,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(WHITE)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVG2CJK,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(BLUE)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVH2SXX,PRODUCT_Orient Electric Apex Prime 1200mm BEE Star Ceiling Fan (White)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVFDLXH,PRODUCT_Orient Electric Pacific Air Decor 1200mm BEE Star Rated Ceiling Fan (Smoke Brown)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVF3GZJ,PRODUCT_Orient Electric Pacific Air Decor 1200mm BEE Star Rated Ceiling Fan (White)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVFYDS3,PRODUCT_Orient Electric Pacific Air Decor BEE Star Rated Ceiling Fan1200mm (Ivory Gold)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CHRKX49F,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated White -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CHRJ5QQY,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09BJG5K8J,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Topaz Gold-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09WCT4TCT,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Black -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09BJFB2HC,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09BJG7BH6,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan White -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09WD61LZX,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Black -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B637TBWM,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated remote Fan Wooden finish -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9MXCLT,PRODUCT_Orient Electric 1200 mm I Falcon Deco BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9RGHFV,PRODUCT_Orient Electric 1200 mm I Falcon Deco BLDC Ceiling Fan Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9QH6QQ,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Orbes White -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9NR2FG,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9MS72P,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Brown-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9N4RW7,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BX9PVY92,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Royal Manioca -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0C7ZFKM1R,PRODUCT_Orient Electric Stand 82 400 MM (Red)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B01DLTW3LK,PRODUCT_Orient Electric Stand 82 400 MM (Sky Blue)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B01DLTWNTM,PRODUCT_Orient Electric Wall Fan 49 Remote Touch Control Panel Crystal White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BDS2S7PY,PRODUCT_Orient Electric Fabrismooth 1000 Watt Dry Iron-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B7BRK9B1,PRODUCT_Orient Electric 1600 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B7B28LYC,PRODUCT_Orient Electric 2000 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B01MY839VW,PRODUCT_Orient Electric Fabrijoy 1000 Watt Dry Iron-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B091CXQ7R1,PRODUCT_Orient Electric Ultimate 1000 Watt Dry Iron DuPont American Heritage Coated Silver-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B01M3SYQ7P,PRODUCT_Orient Electric 500W Mixer grinder Kitchen Kraft 500 MGKK50B3 with 3 SS jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B6ZKKLP3,PRODUCT_Orient Electric 750W Mixer Grinder 750 MGSP75B4 4 jar with 3 SS Jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B7HR14XW,PRODUCT_Orient Electric Chefspecial Kitchen Genie 750W Dry Grinding Jar White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CH5CBM41,PRODUCT_Orient Electric 12W High Glow LED Bulb 6500K Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CH6BVFQG,PRODUCT_Orient Electric Moonlite 6W LED Down Light Recessed Ceiling LED Light Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B09X75ZYS5,PRODUCT_Orient Electric 12W Emergency Rechargeable LED Bulb 6500K Cool White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B07MZZDY6T,PRODUCT_Orient Electric Ultimo 50L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B07N14BD7Y,PRODUCT_Orient Electric Electric Ultimo 65L Desert Air Cooler with Densenest Honeycomb pads (Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0B886KXG6,PRODUCT_Orient Electric Electric Ultimo 88L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CR45B1SH,PRODUCT_Orient Electric Tornado 52L Desert Air Cooler 3650 mch (Dark Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CR46YQRF,PRODUCT_Orient Electric Tornado 65L Desert Air Cooler 3650 mch(Dark Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CSFS1DPP,PRODUCT_Orient Electric Durachill 40L Air Coolers with Densest honeycomb pads (White Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0CSFTZHVF,PRODUCT_Orient Electric Superchill 100L Desert Air Coolers with Densenest honeycomb pads (White & Grey)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVLRSN3,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm (BROWN)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVHSWYQ,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(WHITE)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVG2CJK,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(BLUE)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVH2SXX,PRODUCT_Orient Electric Apex Prime 1200mm BEE Star Ceiling Fan (White)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVFDLXH,PRODUCT_Orient Electric Pacific Air Decor 1200mm BEE Star Rated Ceiling Fan (Smoke Brown)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVF3GZJ,PRODUCT_Orient Electric Pacific Air Decor 1200mm BEE Star Rated Ceiling Fan (White)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0BMVFYDS3,PRODUCT_Orient Electric Pacific Air Decor BEE Star Rated Ceiling Fan1200mm (Ivory Gold)-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0CHRKX49F,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated White -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B0CHRJ5QQY,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B09BJG5K8J,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Topaz Gold-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B09WCT4TCT,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Black -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
226001,Lucknow,B09BJFB2HC,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
